Memory (MB),CPU Usage (%),CPU Time
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:44
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:45
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:46
Memory: 110 MB, CPU Usage: 85.3%, CPU Time: 28:47
Memory: 111 MB, CPU Usage: 85.3%, CPU Time: 28:48
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:49
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 28:50
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 28:51
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:52
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 28:53
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:54
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:55
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 28:57
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:58
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 28:59
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 29:00
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:01
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:02
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:03
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:04
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:05
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 29:06
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 29:07
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:08
Memory: 113 MB, CPU Usage: 85.4%, CPU Time: 29:09
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:10
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:11
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:12
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:13
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 29:14
Memory: 110 MB, CPU Usage: 85.4%, CPU Time: 29:15
Memory: 113 MB, CPU Usage: 85.4%, CPU Time: 29:16
Memory: 112 MB, CPU Usage: 85.4%, CPU Time: 29:17
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:18
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:19
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:20
Memory: 111 MB, CPU Usage: 85.4%, CPU Time: 29:21
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:22
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:24
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:25
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:26
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:27
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:28
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:29
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:30
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:31
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:32
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:33
Memory: 110 MB, CPU Usage: 85.5%, CPU Time: 29:34
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:35
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:36
Memory: 110 MB, CPU Usage: 85.5%, CPU Time: 29:37
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:38
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:39
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:40
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:41
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:42
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:43
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:44
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:45
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:46
Memory: 113 MB, CPU Usage: 85.5%, CPU Time: 29:47
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:48
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:50
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:51
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:52
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:53
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:54
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:55
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:56
Memory: 112 MB, CPU Usage: 85.5%, CPU Time: 29:57
Memory: 111 MB, CPU Usage: 85.5%, CPU Time: 29:58
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 29:59
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:00
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:01
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:02
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:03
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:04
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:05
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:06
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:07
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:08
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:09
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:10
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:11
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:12
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:13
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:14
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:15
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:16
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:18
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:19
Memory: 114 MB, CPU Usage: 85.6%, CPU Time: 30:20
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:21
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:22
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:23
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:24
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:25
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:26
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:27
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:28
Memory: 114 MB, CPU Usage: 85.6%, CPU Time: 30:29
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:30
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:31
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:32
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:33
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:34
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:35
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:36
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:37
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:38
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:39
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:40
Memory: 110 MB, CPU Usage: 85.6%, CPU Time: 30:41
Memory: 114 MB, CPU Usage: 85.6%, CPU Time: 30:43
Memory: 110 MB, CPU Usage: 85.6%, CPU Time: 30:44
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:45
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:46
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:47
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:48
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:49
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:50
Memory: 112 MB, CPU Usage: 85.6%, CPU Time: 30:51
Memory: 111 MB, CPU Usage: 85.6%, CPU Time: 30:52
Memory: 113 MB, CPU Usage: 85.6%, CPU Time: 30:53
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 30:54
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 30:55
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 30:56
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 30:57
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 30:58
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 30:59
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:00
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:01
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:02
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:03
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:04
Memory: 114 MB, CPU Usage: 85.7%, CPU Time: 31:05
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:06
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:07
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:08
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:10
Memory: 114 MB, CPU Usage: 85.7%, CPU Time: 31:11
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:12
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:13
Memory: 107 MB, CPU Usage: 85.7%, CPU Time: 31:14
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 31:15
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:16
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:17
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:18
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:19
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:20
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:21
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:22
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:23
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:24
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 31:25
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:26
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 31:27
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:28
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:29
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:30
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:31
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 31:32
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:33
Memory: 113 MB, CPU Usage: 85.7%, CPU Time: 31:34
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:36
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:37
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:38
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:39
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:40
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:41
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:42
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:43
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:44
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:45
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:46
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:47
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:48
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:49
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:50
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 31:51
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:52
Memory: 112 MB, CPU Usage: 85.7%, CPU Time: 31:53
Memory: 110 MB, CPU Usage: 85.7%, CPU Time: 31:54
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:55
Memory: 111 MB, CPU Usage: 85.7%, CPU Time: 31:56
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 31:57
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 31:58
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 31:59
Memory: 102 MB, CPU Usage: 85.7%, CPU Time: 32:00
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 32:02
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 32:03
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 32:04
Memory: 109 MB, CPU Usage: 85.7%, CPU Time: 32:05
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 32:06
Memory: 108 MB, CPU Usage: 85.7%, CPU Time: 32:07
Memory: 111 MB, CPU Usage: 85.8%, CPU Time: 32:08
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:09
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:10
Memory: 109 MB, CPU Usage: 85.8%, CPU Time: 32:11
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:12
Memory: 114 MB, CPU Usage: 85.8%, CPU Time: 32:13
Memory: 114 MB, CPU Usage: 85.8%, CPU Time: 32:14
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:15
Memory: 114 MB, CPU Usage: 85.8%, CPU Time: 32:16
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:17
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:18
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:19
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:20
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:21
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:22
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:23
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:24
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:25
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:26
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:27
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:29
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 32:30
Memory: 113 MB, CPU Usage: 85.8%, CPU Time: 32:31
Memory: 113 MB, CPU Usage: 85.8%, CPU Time: 32:32
Memory: 114 MB, CPU Usage: 85.8%, CPU Time: 32:33
Memory: 112 MB, CPU Usage: 85.8%, CPU Time: 32:34
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:35
Memory: 109 MB, CPU Usage: 85.8%, CPU Time: 32:36
Memory: 119 MB, CPU Usage: 85.8%, CPU Time: 32:37
Memory: 120 MB, CPU Usage: 85.8%, CPU Time: 32:38
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 32:39
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 32:40
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 32:41
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 32:42
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 32:43
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 32:44
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 32:45
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:46
Memory: 119 MB, CPU Usage: 85.8%, CPU Time: 32:47
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 32:48
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 32:49
Memory: 113 MB, CPU Usage: 85.8%, CPU Time: 32:50
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 32:51
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 32:52
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:53
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 32:55
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 32:56
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 32:57
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 32:58
Memory: 121 MB, CPU Usage: 85.8%, CPU Time: 32:59
Memory: 119 MB, CPU Usage: 85.8%, CPU Time: 33:00
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:01
Memory: 110 MB, CPU Usage: 85.8%, CPU Time: 33:02
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:03
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:04
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 33:05
Memory: 120 MB, CPU Usage: 85.8%, CPU Time: 33:06
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:07
Memory: 110 MB, CPU Usage: 85.8%, CPU Time: 33:08
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 33:09
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 33:10
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:11
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:12
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:13
Memory: 108 MB, CPU Usage: 85.8%, CPU Time: 33:14
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:15
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:16
Memory: 120 MB, CPU Usage: 85.8%, CPU Time: 33:17
Memory: 115 MB, CPU Usage: 85.8%, CPU Time: 33:18
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 33:19
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 33:20
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 33:22
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:23
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:24
Memory: 106 MB, CPU Usage: 85.8%, CPU Time: 33:25
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:26
Memory: 122 MB, CPU Usage: 85.8%, CPU Time: 33:27
Memory: 120 MB, CPU Usage: 85.8%, CPU Time: 33:28
Memory: 109 MB, CPU Usage: 85.8%, CPU Time: 33:29
Memory: 117 MB, CPU Usage: 85.8%, CPU Time: 33:30
Memory: 123 MB, CPU Usage: 85.8%, CPU Time: 33:31
Memory: 109 MB, CPU Usage: 85.8%, CPU Time: 33:32
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:33
Memory: 116 MB, CPU Usage: 85.8%, CPU Time: 33:34
Memory: 114 MB, CPU Usage: 85.8%, CPU Time: 33:35
Memory: 107 MB, CPU Usage: 85.8%, CPU Time: 33:36
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:37
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:38
Memory: 117 MB, CPU Usage: 85.9%, CPU Time: 33:39
Memory: 115 MB, CPU Usage: 85.9%, CPU Time: 33:40
Memory: 115 MB, CPU Usage: 85.9%, CPU Time: 33:41
Memory: 114 MB, CPU Usage: 85.9%, CPU Time: 33:42
Memory: 110 MB, CPU Usage: 85.9%, CPU Time: 33:43
Memory: 106 MB, CPU Usage: 85.9%, CPU Time: 33:44
Memory: 108 MB, CPU Usage: 85.9%, CPU Time: 33:45
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:46
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:47
Memory: 108 MB, CPU Usage: 85.9%, CPU Time: 33:49
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:50
Memory: 107 MB, CPU Usage: 85.9%, CPU Time: 33:51
Memory: 117 MB, CPU Usage: 85.9%, CPU Time: 33:52
Memory: 116 MB, CPU Usage: 85.9%, CPU Time: 33:53
Memory: 116 MB, CPU Usage: 85.9%, CPU Time: 33:54
Memory: 110 MB, CPU Usage: 85.9%, CPU Time: 33:55
Memory: 110 MB, CPU Usage: 85.9%, CPU Time: 33:56
Memory: 117 MB, CPU Usage: 85.9%, CPU Time: 33:57
Memory: 115 MB, CPU Usage: 85.9%, CPU Time: 33:58
Memory: 115 MB, CPU Usage: 85.9%, CPU Time: 33:59
Memory: 117 MB, CPU Usage: 85.9%, CPU Time: 34:00
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:01
Memory: 108 MB, CPU Usage: 85.9%, CPU Time: 34:02
Memory: 110 MB, CPU Usage: 85.9%, CPU Time: 34:03
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:04
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:05
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:06
Memory: 108 MB, CPU Usage: 85.9%, CPU Time: 34:07
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:08
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:09
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:10
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:11
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:12
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:13
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:15
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:16
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:17
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:18
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:19
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:20
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:21
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:22
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:23
Memory: 108 MB, CPU Usage: 85.9%, CPU Time: 34:24
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:25
Memory: 112 MB, CPU Usage: 85.9%, CPU Time: 34:26
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:27
Memory: 111 MB, CPU Usage: 85.9%, CPU Time: 34:28
Memory: 114 MB, CPU Usage: 85.9%, CPU Time: 34:29
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:30
Memory: 113 MB, CPU Usage: 85.9%, CPU Time: 34:31
Memory: 114 MB, CPU Usage: 85.9%, CPU Time: 34:32
Memory: 115 MB, CPU Usage: 86.0%, CPU Time: 34:33
Memory: 111 MB, CPU Usage: 86.0%, CPU Time: 34:34
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:35
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 34:36
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:37
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 34:38
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:39
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:40
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:42
Memory: 111 MB, CPU Usage: 86.0%, CPU Time: 34:43
Memory: 111 MB, CPU Usage: 86.0%, CPU Time: 34:44
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:45
Memory: 108 MB, CPU Usage: 86.0%, CPU Time: 34:46
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:47
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:48
Memory: 114 MB, CPU Usage: 86.0%, CPU Time: 34:49
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:50
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 34:51
Memory: 119 MB, CPU Usage: 86.0%, CPU Time: 34:52
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 34:53
Memory: 114 MB, CPU Usage: 86.0%, CPU Time: 34:54
Memory: 108 MB, CPU Usage: 86.0%, CPU Time: 34:55
Memory: 114 MB, CPU Usage: 86.0%, CPU Time: 34:56
Memory: 110 MB, CPU Usage: 86.0%, CPU Time: 34:57
Memory: 111 MB, CPU Usage: 86.0%, CPU Time: 34:58
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 34:59
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:00
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 35:01
Memory: 111 MB, CPU Usage: 86.0%, CPU Time: 35:02
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:03
Memory: 114 MB, CPU Usage: 86.0%, CPU Time: 35:04
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:05
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 35:06
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:08
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:09
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:10
Memory: 115 MB, CPU Usage: 86.0%, CPU Time: 35:11
Memory: 113 MB, CPU Usage: 86.0%, CPU Time: 35:12
Memory: 112 MB, CPU Usage: 86.0%, CPU Time: 35:13
Memory: 115 MB, CPU Usage: 86.1%, CPU Time: 35:14
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:15
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:16
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:17
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:18
Memory: 114 MB, CPU Usage: 86.1%, CPU Time: 35:19
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:20
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:21
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:22
Memory: 109 MB, CPU Usage: 86.1%, CPU Time: 35:23
Memory: 114 MB, CPU Usage: 86.1%, CPU Time: 35:24
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:25
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:26
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:27
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:28
Memory: 108 MB, CPU Usage: 86.1%, CPU Time: 35:29
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:30
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:31
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:32
Memory: 112 MB, CPU Usage: 86.1%, CPU Time: 35:33
Memory: 121 MB, CPU Usage: 86.1%, CPU Time: 35:35
Memory: 126 MB, CPU Usage: 86.1%, CPU Time: 35:36
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:37
Memory: 126 MB, CPU Usage: 86.1%, CPU Time: 35:38
Memory: 114 MB, CPU Usage: 86.1%, CPU Time: 35:39
Memory: 121 MB, CPU Usage: 86.1%, CPU Time: 35:40
Memory: 125 MB, CPU Usage: 86.1%, CPU Time: 35:41
Memory: 113 MB, CPU Usage: 86.1%, CPU Time: 35:42
Memory: 121 MB, CPU Usage: 86.1%, CPU Time: 35:43
Memory: 125 MB, CPU Usage: 86.1%, CPU Time: 35:44
Memory: 110 MB, CPU Usage: 86.1%, CPU Time: 35:45
Memory: 109 MB, CPU Usage: 86.1%, CPU Time: 35:46
Memory: 126 MB, CPU Usage: 86.1%, CPU Time: 35:47
Memory: 121 MB, CPU Usage: 86.1%, CPU Time: 35:48
